date,nav
2019-09-16,34.0013
2019-09-13,34.0059
2019-09-12,33.7303
2019-09-11,33.8798
2019-09-09,33.4602
2019-09-06,33.1379
2019-09-05,32.9077
2019-09-04,32.7668
2019-09-03,32.8426
2019-08-30,33.253
2019-08-29,32.985
2019-08-28,33.0964
2019-08-27,33.4266
2019-08-26,33.1958
2019-08-23,32.7388
2019-08-22,32.5319
2019-08-21,32.7195
2019-08-20,32.8762
2019-08-19,32.9607
2019-08-16,32.8784
2019-08-14,32.7409
2019-08-13,32.5855
2019-08-09,33.2679
2019-08-08,32.9344
2019-08-07,32.5955
2019-08-06,32.5062
2019-08-05,32.0745
2019-08-02,32.464
2019-08-01,32.6414
2019-07-31,32.8214
2019-07-30,32.67
2019-07-29,33.1719
2019-07-26,33.4705
2019-07-25,33.4368
2019-07-24,33.301
2019-07-23,33.7405
2019-07-22,33.6775
2019-07-19,33.9475
2019-07-18,34.8737
2019-07-17,35.1671
2019-07-16,35.1993
2019-07-15,35.0546
2019-07-12,35.2586
2019-07-11,35.0994
2019-07-10,34.9232
2019-07-09,35.1545
2019-07-08,35.0564
2019-07-05,35.6921
2019-07-04,36.1229
2019-07-03,36.1237
2019-07-02,36.0911
2019-07-01,35.9983
2019-06-28,35.9144
2019-06-27,35.8379
2019-06-26,35.6275
2019-06-25,35.69
2019-06-24,35.4301
2019-06-21,35.6331
2019-06-20,35.7972
2019-06-19,35.5497
2019-06-18,35.7737
2019-06-17,35.852
2019-06-14,36.1491
2019-06-13,36.3423
2019-06-12,36.3993
2019-06-11,36.4787
2019-06-10,36.4226
2019-06-07,36.2929
2019-06-06,36.479
2019-06-04,36.7535
2019-06-03,36.7771
2019-05-31,36.5712
2019-05-30,36.3179
2019-05-29,36.2652
2019-05-28,36.563
2019-05-27,36.4245
2019-05-24,36.0831
2019-05-23,35.4703
2019-05-22,35.3749
2019-05-21,35.4177
2019-05-20,35.5576
2019-05-17,34.8236
2019-05-16,34.5093
2019-05-15,34.4622
2019-05-14,34.6347
2019-05-13,34.5708
2019-05-10,35.1382
2019-05-09,35.022
2019-05-08,35.0235
2019-05-07,35.238
2019-05-06,35.3265
2019-05-03,35.5813
2019-05-02,35.6133
2019-04-30,36.0198
2019-04-26,36.0997
2019-04-25,36.0734
2019-04-24,36.1954
2019-04-23,36.2028
2019-04-22,36.2063
2019-04-18,36.6335
2019-04-16,36.7871
2019-04-15,36.7601
2019-04-12,36.6097
2019-04-11,36.4181
2019-04-10,36.4152
2019-04-09,36.4485
2019-04-08,36.4249
2019-04-05,36.6381
2019-04-04,36.4524
2019-04-03,36.5261
2019-04-02,36.8196
2019-04-01,37.0196
2019-03-29,37.0186
2019-03-28,36.8131
2019-03-27,36.6223
2019-03-26,36.5327
2019-03-25,36.2122
2019-03-22,36.4351
2019-03-20,36.5646
2019-03-19,36.6986
2019-03-18,36.6086
2019-03-15,36.6611
2019-03-14,36.7627
2019-03-13,36.7564
2019-03-12,36.9469
2019-03-11,36.8451
2019-03-08,36.2641
2019-03-07,36.2333
2019-03-06,36.3881
2019-03-05,36.0689
2019-03-01,35.5355
2019-02-28,35.2052
2019-02-27,34.9963
2019-02-26,34.9086
2019-02-25,34.8404
2019-02-22,34.5461
2019-02-21,34.3786
2019-02-20,34.0934
2019-02-19,33.798
2019-02-18,33.9296
2019-02-15,34.1313
2019-02-14,34.3802
2019-02-13,34.3574
2019-02-12,34.4018
2019-02-11,34.4946
2019-02-08,34.9322
2019-02-07,35.323
2019-02-06,34.9923
2019-02-05,35.0237
2019-02-04,35.1292
2019-02-01,35.1421
2019-01-31,34.8633
2019-01-30,34.7325
2019-01-29,34.5064
2019-01-28,34.6627
2019-01-25,35.3104
2019-01-24,35.5935
2019-01-23,35.7625
2019-01-22,35.8531
2019-01-21,35.9421
2019-01-18,36.0023
2019-01-17,36.0744
2019-01-16,36.085
2019-01-15,36.1728
2019-01-14,35.9137
2019-01-11,36.0052
2019-01-10,36.1642
2019-01-09,36.0574
2019-01-08,35.9797
2019-01-07,36.0671
2019-01-04,36.1576
2019-01-03,36.0752
2019-01-02,36.2052
2019-01-01,36.4314
2018-12-31,36.4348
2018-12-28,36.1899
2018-12-27,36.0224
2018-12-26,35.9267
2018-12-24,35.7758
2018-12-21,36.1305
2018-12-20,36.5406
2018-12-19,36.547
2018-12-18,36.2055
2018-12-17,36.1722
2018-12-14,36.0963
2018-12-13,36.1185
2018-12-12,35.9068
2018-12-11,35.2757
2018-12-10,34.8982
2018-12-07,35.2522
2018-12-06,35.1704
2018-12-05,35.5442
2018-12-04,35.8448
2018-12-03,35.8971
2018-11-30,35.8951
2018-11-29,35.753
2018-11-28,35.6687
2018-11-27,35.9384
2018-11-26,35.659
2018-11-22,35.5238
2018-11-21,35.5466
2018-11-20,35.3382
2018-11-19,35.5079
2018-11-16,35.4638
2018-11-15,35.4601
2018-11-14,35.3112
2018-11-13,35.4204
2018-11-12,35.3474
2018-11-09,35.5579
2018-11-06,35.1255
2018-11-05,35.32
2018-11-02,35.3276
2018-11-01,35.0677
2018-10-31,35.1067
2018-10-30,34.7207
2018-10-29,34.4463
2018-10-26,33.9007
2018-10-25,33.8983
2018-10-24,33.9884
2018-10-23,33.6542
2018-10-22,33.9843
2018-10-19,34.4842
2018-10-17,34.6896
2018-10-16,35.2404
2018-10-15,34.9862
2018-10-12,34.8372
2018-10-11,34.1699
2018-10-10,34.7874
2018-10-09,33.6934
2018-10-08,33.8739
2018-10-05,34.0439
2018-10-04,35.1095
2018-10-03,36.0537
2018-10-01,36.2641
2018-09-28,36.4417
2018-09-27,36.7912
2018-09-26,37.2103
2018-09-25,36.9112
2018-09-24,36.7861
2018-09-21,37.4666
2018-09-19,37.9959
2018-09-18,38.1286
2018-09-17,38.4869
2018-09-14,38.6222
2018-09-12,38.1703
2018-09-11,38.0717
2018-09-10,38.4836
2018-09-07,39.212
2018-09-06,38.8827
2018-09-05,38.7446
2018-09-04,38.714
2018-09-03,39.5888
2018-08-31,39.7457
2018-08-30,39.7702
2018-08-29,39.7674
2018-08-28,39.6963
2018-08-27,39.6849
2018-08-24,39.399
2018-08-23,39.5561
2018-08-21,39.5471
2018-08-20,39.406
2018-08-17,39.1762
2018-08-16,38.9997
2018-08-14,39.0499
2018-08-13,38.7356
2018-08-10,39.1428
2018-08-09,39.1368
2018-08-08,39.018
2018-08-07,38.844
2018-08-06,38.9776
2018-08-03,39.2152
2018-08-02,39.0681
2018-08-01,39.0151
2018-07-31,38.9971
2018-07-30,38.7345
2018-07-27,38.5796
2018-07-26,38.2701
2018-07-25,38.1961
2018-07-24,38.0923
2018-07-23,37.8361
2018-07-20,37.5496
2018-07-19,37.1518
2018-07-18,37.3184
2018-07-17,37.5853
2018-07-16,37.3735
2018-07-13,37.833
2018-07-12,37.9681
2018-07-11,38.0112
2018-07-10,38.1901
2018-07-09,37.929
2018-07-06,37.5915
2018-07-05,37.3196
2018-07-04,37.4974
2018-07-03,37.252
2018-07-02,36.9134
2018-06-29,36.8511
2018-06-28,36.4551
2018-06-27,36.9171
2018-06-26,37.3654
2018-06-25,37.4409
2018-06-22,37.7414
2018-06-21,37.6962
2018-06-20,37.6921
2018-06-19,37.7034
2018-06-18,38.0197
2018-06-15,38.0702
2018-06-14,38.2055
2018-06-13,38.2183
2018-06-12,38.4123
2018-06-11,38.2652
2018-06-08,38.0415
2018-06-07,38.0374
2018-06-06,37.7083
2018-06-05,37.4183
2018-06-04,37.7447
2018-06-01,38.0625
2018-05-31,38.3589
2018-05-30,38.3894
2018-05-29,38.5158
2018-05-28,38.4883
2018-05-25,38.0877
2018-05-24,37.6469
2018-05-23,37.9759
2018-05-22,38.2351
2018-05-21,38.0475
2018-05-18,38.5738
2018-05-17,38.8106
2018-05-16,38.8167
2018-05-15,38.9248
2018-05-14,39.187
2018-05-11,39.2828
2018-05-10,39.1111
2018-05-09,39.3461
2018-05-08,39.4805
2018-05-07,39.4533
2018-05-04,39.3074
2018-05-03,39.5273
2018-05-02,39.5274
2018-04-30,39.5277
2018-04-27,39.5281
2018-04-26,39.5282
2018-04-25,39.5283
2018-04-24,39.5285
2018-04-23,39.5286
2018-04-20,39.529
2018-04-19,39.5292
2018-04-18,39.5293
2018-04-17,39.6908
2018-04-16,39.8171
2018-04-13,39.4818
2018-04-12,39.4484
2018-04-11,39.5853
2018-04-10,39.4755
2018-04-09,39.6696
2018-04-06,39.6054
2018-04-05,39.4418
2018-04-04,38.7748
2018-04-03,38.9493
2018-04-02,38.7792
2018-03-28,38.1245
2018-03-27,38.2542
2018-03-26,37.7833
2018-03-23,37.4817
2018-03-22,37.7826
2018-03-21,38.0157
2018-03-20,37.9497
2018-03-19,37.8951
2018-03-16,38.4064
2018-03-15,38.912
2018-03-14,38.734
2018-03-13,38.8872
2018-03-12,38.7203
2018-03-09,38.5312
2018-03-08,38.3927
2018-03-07,38.4511
2018-03-06,39.1014
2018-03-05,39.4142
2018-03-01,39.4931
2018-02-28,39.5264
2018-02-27,39.3821
2018-02-26,39.4051
2018-02-23,39.1407
2018-02-22,38.5349
2018-02-21,38.5468
2018-02-20,38.7153
2018-02-19,38.8043
